year,ncessch,school_code,district_code,school_name,enrollment_total_cde,enrollment_total_ccd,teacher_fte_cde,teacher_fte_ccd,status,enrollment,teacher_fte,closure_label,closure_confidence,last_year,years_to_last
2001,080001601819,9791,3200,YUMA MIDDLE SCHOOL,360.0,360.0,24.8398,24.0,5.0,360.0,24.8398,still_open,high,2024,23
2002,080001601819,9791,3200,YUMA MIDDLE SCHOOL,345.0,345.0,25.739,25.0,1.0,345.0,25.739,still_open,high,2024,22
2003,080001601819,9791,3200,YUMA MIDDLE SCHOOL,346.0,346.0,25.0276,25.0,1.0,346.0,25.0276,still_open,high,2024,21
2004,080001601819,9791,3200,YUMA MIDDLE SCHOOL,358.0,358.0,25.027800000000003,25.0,1.0,358.0,25.027800000000003,still_open,high,2024,20
2005,080001601819,9791,3200,YUMA MIDDLE SCHOOL,252.0,252.0,24.0,25.0,1.0,252.0,24.0,still_open,high,2024,19
2006,080001601819,9791,3200,YUMA MIDDLE SCHOOL,248.0,248.0,21.125,22.0,1.0,248.0,21.125,still_open,high,2024,18
2007,080001601819,9791,3200,YUMA MIDDLE SCHOOL,266.0,266.0,20.25,20.0,1.0,266.0,20.25,still_open,high,2024,17
2008,080001601819,9791,3200,YUMA MIDDLE SCHOOL,264.0,264.0,19.875,19.0,1.0,264.0,19.875,still_open,high,2024,16
2009,080001601819,9791,3200,YUMA MIDDLE SCHOOL,126.0,126.0,9.125,9.0,1.0,126.0,9.125,still_open,high,2024,15
2010,080001601819,9791,3200,YUMA MIDDLE SCHOOL,125.0,125.0,8.938,8.0,1.0,125.0,8.938,still_open,high,2024,14
2011,080001601819,9791,3200,YUMA MIDDLE SCHOOL,239.0,239.0,17.38,17.0,1.0,239.0,17.38,still_open,high,2024,13
2012,080001601819,9791,3200,YUMA MIDDLE SCHOOL,226.0,226.0,19.58,19.0,1.0,226.0,19.58,still_open,high,2024,12
2013,080001601819,9791,3200,YUMA MIDDLE SCHOOL,225.0,225.0,24.5,24.0,1.0,225.0,24.5,still_open,high,2024,11
2014,080001601819,9791,3200,YUMA MIDDLE SCHOOL,234.0,234.0,20.2116,20.0,1.0,234.0,20.2116,still_open,high,2024,10
2015,080001601819,9791,3200,YUMA MIDDLE SCHOOL,249.0,249.0,22.22,22.0,1.0,249.0,22.22,still_open,high,2024,9
2016,080001601819,9791,3200,YUMA MIDDLE SCHOOL,257.0,257.0,22.25,22.0,1.0,257.0,22.25,still_open,high,2024,8
2017,080001601819,9791,3200,YUMA MIDDLE SCHOOL,242.0,242.0,,20.0,1.0,242.0,20.0,still_open,high,2024,7
2018,080001601819,9791,3200,YUMA MIDDLE SCHOOL,259.0,259.0,19.98,19.0,1.0,259.0,19.98,still_open,high,2024,6
2019,080001601819,9791,3200,Yuma Middle School,268.0,268.0,19.6,19.0,1.0,268.0,19.6,still_open,high,2024,5
2020,080001601819,9791,3200,Yuma Middle School,263.0,263.0,,18.0,1.0,263.0,18.0,still_open,high,2024,4
2021,080001601819,9791,3200,Yuma Middle School,256.0,256.0,,18.0,1.0,256.0,18.0,still_open,high,2024,3
2022,080001601819,9791,3200,Yuma Middle School,233.0,233.0,16.8,16.0,1.0,233.0,16.8,still_open,high,2024,2
2023,080001601819,9791,3200,Yuma Middle School,228.0,228.0,16.9,16.0,1.0,228.0,16.9,still_open,high,2024,1
2024,080001601819,9791,3200,Yuma Middle School,223.0,223.0,17.0,17.0,1.0,223.0,17.0,still_open,high,2024,0
2001,080001601820,9795,3200,KENNETH P MORRIS PRIMARY,,261.0,19.1122,19.0,5.0,261.0,19.1122,still_open,high,2024,23
2002,080001601820,9795,3200,KENNETH P MORRIS PRIMARY SCHOOL,,273.0,19.0901,19.0,1.0,273.0,19.0901,still_open,high,2024,22
2003,080001601820,9795,3200,KENNETH P MORRIS PRIMARY SCHOOL,265.0,265.0,18.5625,18.0,1.0,265.0,18.5625,still_open,high,2024,21
2004,080001601820,9795,3200,KENNETH P MORRIS PRIMARY SCHOOL,258.0,258.0,18.5625,18.0,1.0,258.0,18.5625,still_open,high,2024,20
2005,080001601820,9795,3200,KENNETH P MORRIS ELEMENTARY SCHOOL,325.0,325.0,24.5625,24.0,1.0,325.0,24.5625,still_open,high,2024,19
2006,080001601820,9795,3200,KENNETH P MORRIS ELEMENTARY SCHOOL,317.0,317.0,24.4876,24.0,1.0,317.0,24.4876,still_open,high,2024,18
2007,080001601820,9795,3200,KENNETH P MORRIS ELEMENTARY SCHOOL,281.0,281.0,24.2376,24.0,1.0,281.0,24.2376,still_open,high,2024,17
2008,080001601820,9795,3200,KENNETH P MORRIS ELEMENTARY SCHOOL,287.0,287.0,24.2363,24.0,1.0,287.0,24.2363,still_open,high,2024,16
2009,080001601820,9795,3200,KENNETH P MORRIS ELEMENTARY SCHOOL,419.0,419.0,35.2199,35.0,1.0,419.0,35.2199,still_open,high,2024,15
2010,080001601820,9795,3200,KENNETH P MORRIS ELEMENTARY SCHOOL,421.0,421.0,36.282,36.0,1.0,421.0,36.282,still_open,high,2024,14
2011,080001601820,9795,3200,KENNETH P MORRIS ELEMENTARY SCHOOL,304.0,304.0,26.05,26.0,1.0,304.0,26.05,still_open,high,2024,13
2012,080001601820,9795,3200,KENNETH P MORRIS ELEMENTARY SCHOOL,308.0,308.0,25.38,25.0,1.0,308.0,25.38,still_open,high,2024,12
2013,080001601820,9795,3200,KENNETH P MORRIS ELEMENTARY SCHOOL,314.0,314.0,22.14,22.0,1.0,314.0,22.14,still_open,high,2024,11
2014,080001601820,9795,3200,KENNETH P MORRIS ELEMENTARY SCHOOL,320.0,320.0,24.7284,24.0,1.0,320.0,24.7284,still_open,high,2024,10
2015,080001601820,9795,3200,KENNETH P MORRIS ELEMENTARY SCHOOL,297.0,297.0,23.34,23.0,1.0,297.0,23.34,still_open,high,2024,9
2016,080001601820,9795,3200,KENNETH P MORRIS ELEMENTARY SCHOOL,288.0,288.0,22.59,22.0,1.0,288.0,22.59,still_open,high,2024,8
2017,080001601820,9795,3200,KENNETH P MORRIS ELEMENTARY SCHOOL,305.0,305.0,,23.0,1.0,305.0,23.0,still_open,high,2024,7
2018,080001601820,9795,3200,KENNETH P MORRIS ELEMENTARY SCHOOL,310.0,310.0,23.6,23.0,1.0,310.0,23.6,still_open,high,2024,6
2019,080001601820,9795,3200,Kenneth P Morris Elementary School,320.0,320.0,23.4,23.0,1.0,320.0,23.4,still_open,high,2024,5
2020,080001601820,9795,3200,Kenneth P Morris Elementary School,314.0,314.0,,23.0,1.0,314.0,23.0,still_open,high,2024,4
2021,080001601820,9795,3200,Kenneth P Morris Elementary School,304.0,304.0,,24.0,1.0,304.0,24.0,still_open,high,2024,3
2022,080001601820,9795,3200,Kenneth P Morris Elementary School,325.0,325.0,25.7,25.0,1.0,325.0,25.7,still_open,high,2024,2
2023,080001601820,9795,3200,Kenneth P Morris Elementary School,313.0,313.0,24.6,24.0,1.0,313.0,24.6,still_open,high,2024,1
2024,080001601820,9795,3200,Kenneth P Morris Elementary School,310.0,310.0,25.5,25.0,1.0,310.0,25.5,still_open,high,2024,0
2001,080001601821,9799,3200,YUMA HIGH SCHOOL,243.0,243.0,18.8995,18.0,5.0,243.0,18.8995,still_open,high,2024,23
2002,080001601821,9799,3200,YUMA HIGH SCHOOL,249.0,249.0,21.4986,21.0,1.0,249.0,21.4986,still_open,high,2024,22
2003,080001601821,9799,3200,YUMA HIGH SCHOOL,259.0,259.0,19.346,19.0,1.0,259.0,19.346,still_open,high,2024,21
2004,080001601821,9799,3200,YUMA HIGH SCHOOL,256.0,256.0,19.2181,19.0,1.0,256.0,19.2181,still_open,high,2024,20
2005,080001601821,9799,3200,YUMA HIGH SCHOOL,251.0,251.0,19.749,19.0,1.0,251.0,19.749,still_open,high,2024,19
2006,080001601821,9799,3200,YUMA HIGH SCHOOL,241.0,241.0,18.0335,18.0,1.0,241.0,18.0335,still_open,high,2024,18
2007,080001601821,9799,3200,YUMA HIGH SCHOOL,234.0,234.0,19.5335,19.0,1.0,234.0,19.5335,still_open,high,2024,17
2008,080001601821,9799,3200,YUMA HIGH SCHOOL,237.0,237.0,20.0893,20.0,1.0,237.0,20.0893,still_open,high,2024,16
2009,080001601821,9799,3200,YUMA HIGH SCHOOL,229.0,229.0,19.8122,19.0,1.0,229.0,19.8122,still_open,high,2024,15
2010,080001601821,9799,3200,YUMA HIGH SCHOOL,254.0,254.0,20.069,20.0,1.0,254.0,20.069,still_open,high,2024,14
2011,080001601821,9799,3200,YUMA HIGH SCHOOL,237.0,237.0,18.98,18.0,1.0,237.0,18.98,still_open,high,2024,13
2012,080001601821,9799,3200,YUMA HIGH SCHOOL,234.0,234.0,20.93,20.0,1.0,234.0,20.93,still_open,high,2024,12
2013,080001601821,9799,3200,YUMA HIGH SCHOOL,227.0,227.0,16.75,16.0,1.0,227.0,16.75,still_open,high,2024,11
2014,080001601821,9799,3200,YUMA HIGH SCHOOL,223.0,223.0,18.7308,18.0,1.0,223.0,18.7308,still_open,high,2024,10
2015,080001601821,9799,3200,YUMA HIGH SCHOOL,228.0,228.0,19.88,19.0,1.0,228.0,19.88,still_open,high,2024,9
2016,080001601821,9799,3200,YUMA HIGH SCHOOL,214.0,214.0,19.38,19.0,1.0,214.0,19.38,still_open,high,2024,8
2017,080001601821,9799,3200,YUMA HIGH SCHOOL,224.0,224.0,,19.0,1.0,224.0,19.0,still_open,high,2024,7
2018,080001601821,9799,3200,YUMA HIGH SCHOOL,232.0,232.0,20.13,20.0,1.0,232.0,20.13,still_open,high,2024,6
2019,080001601821,9799,3200,Yuma High School,251.0,251.0,19.0,18.0,1.0,251.0,19.0,still_open,high,2024,5
2020,080001601821,9799,3200,Yuma High School,267.0,267.0,,20.0,1.0,267.0,20.0,still_open,high,2024,4
2021,080001601821,9799,3200,Yuma High School,252.0,252.0,,16.0,1.0,252.0,16.0,still_open,high,2024,3
2022,080001601821,9799,3200,Yuma High School,264.0,264.0,16.6,16.0,1.0,264.0,16.6,still_open,high,2024,2
2023,080001601821,9799,3200,Yuma High School,246.0,246.0,16.7,16.0,1.0,246.0,16.7,still_open,high,2024,1
2024,080001601821,9799,3200,Yuma High School,228.0,228.0,17.7,17.0,1.0,228.0,17.7,still_open,high,2024,0
2001,080001701816,9725,3210,WRAY ELEMENTARY SCHOOL,286.0,286.0,23.324,23.0,5.0,286.0,23.324,still_open,high,2024,23
2002,080001701816,9725,3210,WRAY ELEMENTARY SCHOOL,287.0,287.0,21.6774,21.0,1.0,287.0,21.6774,still_open,high,2024,22
2003,080001701816,9725,3210,WRAY ELEMENTARY SCHOOL,284.0,284.0,17.7311,17.0,1.0,284.0,17.7311,still_open,high,2024,21
2004,080001701816,9725,3210,WRAY ELEMENTARY SCHOOL,282.0,282.0,19.6652,19.0,1.0,282.0,19.6652,still_open,high,2024,20
2005,080001701816,9725,3210,WRAY ELEMENTARY SCHOOL,286.0,286.0,19.9075,19.0,1.0,286.0,19.9075,still_open,high,2024,19
2006,080001701816,9725,3210,WRAY ELEMENTARY SCHOOL,302.0,302.0,23.5626,23.0,1.0,302.0,23.5626,still_open,high,2024,18
2007,080001701816,9725,3210,WRAY ELEMENTARY SCHOOL,289.0,289.0,22.0324,22.0,1.0,289.0,22.0324,still_open,high,2024,17
2008,080001701816,9725,3210,WRAY ELEMENTARY SCHOOL,307.0,307.0,20.0625,20.0,1.0,307.0,20.0625,still_open,high,2024,16
2009,080001701816,9725,3210,WRAY ELEMENTARY SCHOOL,313.0,313.0,19.1402,19.0,1.0,313.0,19.1402,still_open,high,2024,15
2010,080001701816,9725,3210,WRAY ELEMENTARY SCHOOL,321.0,321.0,19.505,19.0,1.0,321.0,19.505,still_open,high,2024,14
2011,080001701816,9725,3210,WRAY ELEMENTARY SCHOOL,326.0,326.0,19.64,19.0,1.0,326.0,19.64,still_open,high,2024,13
2012,080001701816,9725,3210,WRAY ELEMENTARY SCHOOL,338.0,338.0,20.59,20.0,1.0,338.0,20.59,still_open,high,2024,12
2013,080001701816,9725,3210,WRAY ELEMENTARY SCHOOL,330.0,330.0,19.77,19.0,1.0,330.0,19.77,still_open,high,2024,11
2014,080001701816,9725,3210,WRAY ELEMENTARY SCHOOL,319.0,319.0,20.6261,20.0,1.0,319.0,20.6261,still_open,high,2024,10
2015,080001701816,9725,3210,WRAY ELEMENTARY SCHOOL,326.0,326.0,20.5,20.0,1.0,326.0,20.5,still_open,high,2024,9
2016,080001701816,9725,3210,WRAY ELEMENTARY SCHOOL,318.0,318.0,19.84,19.0,1.0,318.0,19.84,still_open,high,2024,8
2017,080001701816,9725,3210,WRAY ELEMENTARY SCHOOL,329.0,329.0,,21.0,1.0,329.0,21.0,still_open,high,2024,7
2018,080001701816,9725,3210,WRAY ELEMENTARY SCHOOL,323.0,323.0,21.42,21.0,1.0,323.0,21.42,still_open,high,2024,6
2019,080001701816,9725,3210,Wray Elementary School,335.0,335.0,21.4,21.0,1.0,335.0,21.4,still_open,high,2024,5
2020,080001701816,9725,3210,Wray Elementary School,424.0,424.0,,28.0,1.0,424.0,28.0,still_open,high,2024,4
2021,080001701816,9725,3210,Wray Elementary School,425.0,424.0,,25.0,1.0,425.0,25.0,still_open,high,2024,3
2022,080001701816,9725,3210,Wray Elementary School,412.0,412.0,25.6,25.0,1.0,412.0,25.6,still_open,high,2024,2
2023,080001701816,9725,3210,Wray Elementary School,409.0,408.0,28.2,28.0,1.0,409.0,28.2,still_open,high,2024,1
2024,080001701816,9725,3210,Wray Elementary School,410.0,409.0,27.0,27.0,1.0,410.0,27.0,still_open,high,2024,0
2001,080001701817,9729,3210,BUCHANAN MIDDLE SCHOOL,235.0,235.0,17.8388,17.0,5.0,235.0,17.8388,closed,high,2020,19
2002,080001701817,9729,3210,BUCHANAN MIDDLE SCHOOL,224.0,224.0,16.8561,16.0,1.0,224.0,16.8561,closed,high,2020,18
2003,080001701817,9729,3210,BUCHANAN MIDDLE SCHOOL,215.0,215.0,14.8233,14.0,1.0,215.0,14.8233,closed,high,2020,17
2004,080001701817,9729,3210,BUCHANAN MIDDLE SCHOOL,201.0,201.0,15.0692,15.0,1.0,201.0,15.0692,closed,high,2020,16
2005,080001701817,9729,3210,BUCHANAN MIDDLE SCHOOL,185.0,185.0,12.8988,12.0,1.0,185.0,12.8988,closed,high,2020,15
2006,080001701817,9729,3210,BUCHANAN MIDDLE SCHOOL,183.0,183.0,14.5382,14.0,1.0,183.0,14.5382,closed,high,2020,14
2007,080001701817,9729,3210,BUCHANAN MIDDLE SCHOOL,184.0,184.0,15.0432,15.0,1.0,184.0,15.0432,closed,high,2020,13
2008,080001701817,9729,3210,BUCHANAN MIDDLE SCHOOL,193.0,193.0,14.6358,14.0,1.0,193.0,14.6358,closed,high,2020,12
2009,080001701817,9729,3210,BUCHANAN MIDDLE SCHOOL,195.0,195.0,13.902,13.0,1.0,195.0,13.902,closed,high,2020,11
2010,080001701817,9729,3210,BUCHANAN MIDDLE SCHOOL,200.0,200.0,12.622,12.0,1.0,200.0,12.622,closed,high,2020,10
2011,080001701817,9729,3210,BUCHANAN MIDDLE SCHOOL,199.0,199.0,13.14,13.0,1.0,199.0,13.14,closed,high,2020,9
2012,080001701817,9729,3210,BUCHANAN MIDDLE SCHOOL,192.0,192.0,13.38,13.0,1.0,192.0,13.38,closed,high,2020,8
2013,080001701817,9729,3210,BUCHANAN MIDDLE SCHOOL,197.0,197.0,11.07,11.0,1.0,197.0,11.07,closed,high,2020,7
2014,080001701817,9729,3210,BUCHANAN MIDDLE SCHOOL,197.0,197.0,13.1227,13.0,1.0,197.0,13.1227,closed,high,2020,6
2015,080001701817,9729,3210,BUCHANAN MIDDLE SCHOOL,201.0,201.0,15.0,15.0,1.0,201.0,15.0,closed,high,2020,5
2016,080001701817,9729,3210,BUCHANAN MIDDLE SCHOOL,213.0,213.0,16.06,16.0,1.0,213.0,16.06,closed,high,2020,4
2017,080001701817,9729,3210,BUCHANAN MIDDLE SCHOOL,222.0,222.0,,17.0,1.0,222.0,17.0,closed,high,2020,3
2018,080001701817,9729,3210,BUCHANAN MIDDLE SCHOOL,214.0,214.0,15.91,15.0,1.0,214.0,15.91,closed,high,2020,2
2019,080001701817,9729,3210,Buchanan Middle School,225.0,225.0,16.6,16.0,1.0,225.0,16.6,closed,high,2020,1
2020,080001701817,9729,3210,Buchanan Middle School,,,,,2.0,,,closed,high,2020,0
2001,080001701818,9733,3210,WRAY HIGH SCHOOL,260.0,260.0,19.6406,19.0,5.0,260.0,19.6406,still_open,high,2024,23
2002,080001701818,9733,3210,WRAY HIGH SCHOOL,245.0,245.0,19.2722,19.0,1.0,245.0,19.2722,still_open,high,2024,22
2003,080001701818,9733,3210,WRAY HIGH SCHOOL,224.0,224.0,15.7442,15.0,1.0,224.0,15.7442,still_open,high,2024,21
2004,080001701818,9733,3210,WRAY HIGH SCHOOL,218.0,218.0,15.5812,15.0,1.0,218.0,15.5812,still_open,high,2024,20
2005,080001701818,9733,3210,WRAY HIGH SCHOOL,214.0,214.0,16.4038,16.0,1.0,214.0,16.4038,still_open,high,2024,19
2006,080001701818,9733,3210,WRAY HIGH SCHOOL,203.0,203.0,15.3011,15.0,1.0,203.0,15.3011,still_open,high,2024,18
2007,080001701818,9733,3210,WRAY HIGH SCHOOL,205.0,205.0,14.3794,14.0,1.0,205.0,14.3794,still_open,high,2024,17
2008,080001701818,9733,3210,WRAY HIGH SCHOOL,197.0,197.0,14.4155,14.0,1.0,197.0,14.4155,still_open,high,2024,16
2009,080001701818,9733,3210,WRAY HIGH SCHOOL,194.0,194.0,14.353,14.0,1.0,194.0,14.353,still_open,high,2024,15
2010,080001701818,9733,3210,WRAY HIGH SCHOOL,193.0,193.0,14.448,14.0,1.0,193.0,14.448,still_open,high,2024,14
2011,080001701818,9733,3210,WRAY HIGH SCHOOL,203.0,203.0,14.2,14.0,1.0,203.0,14.2,still_open,high,2024,13
2012,080001701818,9733,3210,WRAY HIGH SCHOOL,211.0,211.0,14.3,14.0,1.0,211.0,14.3,still_open,high,2024,12
2013,080001701818,9733,3210,WRAY HIGH SCHOOL,197.0,197.0,14.34,14.0,1.0,197.0,14.34,still_open,high,2024,11
2014,080001701818,9733,3210,WRAY HIGH SCHOOL,177.0,177.0,15.4941,15.0,1.0,177.0,15.4941,still_open,high,2024,10
2015,080001701818,9733,3210,WRAY HIGH SCHOOL,162.0,162.0,14.0,14.0,1.0,162.0,14.0,still_open,high,2024,9
2016,080001701818,9733,3210,WRAY HIGH SCHOOL,144.0,144.0,13.38,13.0,1.0,144.0,13.38,still_open,high,2024,8
2017,080001701818,9733,3210,WRAY HIGH SCHOOL,171.0,171.0,,15.0,1.0,171.0,15.0,still_open,high,2024,7
2018,080001701818,9733,3210,WRAY HIGH SCHOOL,194.0,194.0,14.87,14.0,1.0,194.0,14.87,still_open,high,2024,6
2019,080001701818,9733,3210,Wray High School,199.0,199.0,15.2,15.0,1.0,199.0,15.2,still_open,high,2024,5
2020,080001701818,9733,3210,Wray Junior Senior High School,323.0,323.0,,24.0,1.0,323.0,24.0,still_open,high,2024,4
2021,080001701818,9733,3210,Wray Junior Senior High School,324.0,321.0,,26.0,1.0,324.0,26.0,still_open,high,2024,3
2022,080001701818,9733,3210,Wray Junior Senior High School,317.0,312.0,22.5,22.0,1.0,317.0,22.5,still_open,high,2024,2
2023,080001701818,9733,3210,Wray Junior Senior High School,333.0,325.0,20.8,20.0,1.0,333.0,20.8,still_open,high,2024,1
2024,080001701818,9733,3210,Wray Junior Senior High School,328.0,322.0,21.5,21.0,1.0,328.0,21.5,still_open,high,2024,0
2001,080001801741,4227,3220,IDALIA ELEMENTARY SCHOOL,83.0,83.0,8.5199,8.0,5.0,83.0,8.5199,still_open,high,2024,23
2002,080001801741,4227,3220,IDALIA ELEMENTARY SCHOOL,91.0,91.0,8.0076,8.0,1.0,91.0,8.0076,still_open,high,2024,22
2003,080001801741,4227,3220,IDALIA ELEMENTARY SCHOOL,83.0,83.0,7.7632,7.0,1.0,83.0,7.7632,still_open,high,2024,21
2004,080001801741,4227,3220,IDALIA ELEMENTARY SCHOOL,94.0,94.0,8.2333,8.0,1.0,94.0,8.2333,still_open,high,2024,20
2005,080001801741,4227,3220,IDALIA ELEMENTARY SCHOOL,100.0,100.0,8.9389,8.0,1.0,100.0,8.9389,still_open,high,2024,19
2006,080001801741,4227,3220,IDALIA ELEMENTARY SCHOOL,91.0,91.0,9.6834,9.0,1.0,91.0,9.6834,still_open,high,2024,18
2007,080001801741,4227,3220,IDALIA ELEMENTARY SCHOOL,88.0,88.0,8.9674,9.0,1.0,88.0,8.9674,still_open,high,2024,17
2008,080001801741,4227,3220,IDALIA ELEMENTARY SCHOOL,98.0,98.0,11.1832,11.0,1.0,98.0,11.1832,still_open,high,2024,16
2009,080001801741,4227,3220,IDALIA ELEMENTARY SCHOOL,105.0,105.0,10.4415,10.0,1.0,105.0,10.4415,still_open,high,2024,15
2010,080001801741,4227,3220,IDALIA ELEMENTARY SCHOOL,107.0,107.0,8.473,8.0,1.0,107.0,8.473,still_open,high,2024,14
2011,080001801741,4227,3220,IDALIA ELEMENTARY SCHOOL,113.0,113.0,8.27,8.0,1.0,113.0,8.27,still_open,high,2024,13
2012,080001801741,4227,3220,IDALIA ELEMENTARY SCHOOL,132.0,132.0,8.62,8.0,1.0,132.0,8.62,still_open,high,2024,12
2013,080001801741,4227,3220,IDALIA ELEMENTARY SCHOOL,130.0,130.0,8.34,8.0,1.0,130.0,8.34,still_open,high,2024,11
2014,080001801741,4227,3220,IDALIA ELEMENTARY SCHOOL,142.0,142.0,9.5311,9.0,1.0,142.0,9.5311,still_open,high,2024,10
2015,080001801741,4227,3220,IDALIA ELEMENTARY SCHOOL,151.0,151.0,9.15,9.0,1.0,151.0,9.15,still_open,high,2024,9
2016,080001801741,4227,3220,IDALIA ELEMENTARY SCHOOL,143.0,143.0,9.44,9.0,1.0,143.0,9.44,still_open,high,2024,8
2017,080001801741,4227,3220,IDALIA ELEMENTARY SCHOOL,130.0,130.0,,9.0,1.0,130.0,9.0,still_open,high,2024,7
2018,080001801741,4227,3220,IDALIA ELEMENTARY SCHOOL,115.0,115.0,9.06,9.0,1.0,115.0,9.06,still_open,high,2024,6
2019,080001801741,4227,3220,Idalia Elementary School,110.0,110.0,9.2,9.0,1.0,110.0,9.2,still_open,high,2024,5
2020,080001801741,4227,3220,Idalia Elementary School,105.0,105.0,,9.0,1.0,105.0,9.0,still_open,high,2024,4
2021,080001801741,4227,3220,Idalia Elementary School,95.0,95.0,,9.0,1.0,95.0,9.0,still_open,high,2024,3
2022,080001801741,4227,3220,Idalia Elementary School,88.0,88.0,9.9,9.0,1.0,88.0,9.9,still_open,high,2024,2
2023,080001801741,4227,3220,Idalia Elementary School,83.0,83.0,9.9,9.0,1.0,83.0,9.9,still_open,high,2024,1
2024,080001801741,4227,3220,Idalia Elementary School,71.0,71.0,8.5,8.0,1.0,71.0,8.5,still_open,high,2024,0
2001,080001801742,4231,3220,IDALIA JR-SR HIGH SCHOOL,,75.0,7.9927,8.0,5.0,75.0,7.9927,still_open,high,2024,23
2002,080001801742,4231,3220,IDALIA JUNIOR-SENIOR HIGH SCHOOL,,57.0,7.5896,7.0,1.0,57.0,7.5896,still_open,high,2024,22
2003,080001801742,4231,3220,IDALIA JUNIOR-SENIOR HIGH SCHOOL,57.0,57.0,7.7202,7.0,1.0,57.0,7.7202,still_open,high,2024,21
2004,080001801742,4231,3220,IDALIA JUNIOR-SENIOR HIGH SCHOOL,54.0,54.0,7.7,7.0,1.0,54.0,7.7,still_open,high,2024,20
2005,080001801742,4231,3220,IDALIA JUNIOR-SENIOR HIGH SCHOOL,58.0,58.0,6.7,6.0,1.0,58.0,6.7,still_open,high,2024,19
2006,080001801742,4231,3220,IDALIA JUNIOR-SENIOR HIGH SCHOOL,71.0,71.0,7.6382,7.0,1.0,71.0,7.6382,still_open,high,2024,18
2007,080001801742,4231,3220,IDALIA JUNIOR-SENIOR HIGH SCHOOL,69.0,69.0,5.5175,5.0,1.0,69.0,5.5175,still_open,high,2024,17
2008,080001801742,4231,3220,IDALIA JUNIOR-SENIOR HIGH SCHOOL,62.0,62.0,7.1479,7.0,1.0,62.0,7.1479,still_open,high,2024,16
2009,080001801742,4231,3220,IDALIA JUNIOR-SENIOR HIGH SCHOOL,57.0,57.0,5.0998,5.0,1.0,57.0,5.0998,still_open,high,2024,15
2010,080001801742,4231,3220,IDALIA JUNIOR-SENIOR HIGH SCHOOL,50.0,50.0,6.075,6.0,1.0,50.0,6.075,still_open,high,2024,14
2011,080001801742,4231,3220,IDALIA JUNIOR-SENIOR HIGH SCHOOL,48.0,48.0,5.69,5.0,1.0,48.0,5.69,still_open,high,2024,13
2012,080001801742,4231,3220,IDALIA JUNIOR-SENIOR HIGH SCHOOL,54.0,54.0,5.42,5.0,1.0,54.0,5.42,still_open,high,2024,12
2013,080001801742,4231,3220,IDALIA JUNIOR-SENIOR HIGH SCHOOL,52.0,52.0,7.04,7.0,1.0,52.0,7.04,still_open,high,2024,11
2014,080001801742,4231,3220,IDALIA JUNIOR-SENIOR HIGH SCHOOL,59.0,59.0,7.2011,7.0,1.0,59.0,7.2011,still_open,high,2024,10
2015,080001801742,4231,3220,IDALIA JUNIOR-SENIOR HIGH SCHOOL,67.0,67.0,6.33,6.0,1.0,67.0,6.33,still_open,high,2024,9
2016,080001801742,4231,3220,IDALIA JUNIOR-SENIOR HIGH SCHOOL,83.0,83.0,6.96,6.0,1.0,83.0,6.96,still_open,high,2024,8
2017,080001801742,4231,3220,IDALIA JUNIOR-SENIOR HIGH SCHOOL,86.0,86.0,,6.0,1.0,86.0,6.0,still_open,high,2024,7
2018,080001801742,4231,3220,IDALIA JUNIOR-SENIOR HIGH SCHOOL,89.0,89.0,8.44,8.0,1.0,89.0,8.44,still_open,high,2024,6
2019,080001801742,4231,3220,Idalia Junior-Senior High School,90.0,90.0,8.5,8.0,1.0,90.0,8.5,still_open,high,2024,5
2020,080001801742,4231,3220,Idalia Junior-Senior High School,92.0,92.0,,7.0,1.0,92.0,7.0,still_open,high,2024,4
2021,080001801742,4231,3220,Idalia Junior-Senior High School,91.0,91.0,,7.0,1.0,91.0,7.0,still_open,high,2024,3
2022,080001801742,4231,3220,Idalia Junior-Senior High School,84.0,84.0,7.1,7.0,1.0,84.0,7.1,still_open,high,2024,2
2023,080001801742,4231,3220,Idalia Junior-Senior High School,81.0,81.0,7.9,7.0,1.0,81.0,7.9,still_open,high,2024,1
2024,080001801742,4231,3220,Idalia Junior-Senior High School,79.0,79.0,7.2,7.0,1.0,79.0,7.2,still_open,high,2024,0
2001,080001901743,5119,3230,LIBERTY ELEMENTARY SCHOOL,43.0,43.0,6.5578,6.0,5.0,43.0,6.5578,closed,high,2016,15
2002,080001901743,5119,3230,LIBERTY ELEMENTARY SCHOOL,45.0,45.0,6.25,6.0,1.0,45.0,6.25,closed,high,2016,14
2003,080001901743,5119,3230,LIBERTY ELEMENTARY SCHOOL,44.0,44.0,5.7532000000000005,5.0,1.0,44.0,5.7532000000000005,closed,high,2016,13
2004,080001901743,5119,3230,LIBERTY ELEMENTARY SCHOOL,45.0,45.0,5.75,5.0,1.0,45.0,5.75,closed,high,2016,12
2005,080001901743,5119,3230,LIBERTY ELEMENTARY SCHOOL,45.0,45.0,5.5625,5.0,1.0,45.0,5.5625,closed,high,2016,11
2006,080001901743,5119,3230,LIBERTY ELEMENTARY SCHOOL,44.0,44.0,6.5625,6.0,1.0,44.0,6.5625,closed,high,2016,10
2007,080001901743,5119,3230,LIBERTY ELEMENTARY SCHOOL,51.0,51.0,3.2452,3.0,1.0,51.0,3.2452,closed,high,2016,9
